Date,Open,High,Low,Close,Volume,stk_code
2021-02-23,259.5,267.4599914550781,254.9600067138672,265.8599853515625,21924600,FB
2021-02-24,262.3299865722656,266.3800048828125,258.3900146484375,264.30999755859375,15736100,FB
2021-02-25,262.29998779296875,266.94000244140625,254.0399932861328,254.69000244140625,19053100,FB
2021-02-26,256.4700012207031,265.54998779296875,256.4700012207031,257.6199951171875,26619500,FB
2021-03-01,260.82000732421875,266.6499938964844,257.8999938964844,264.9100036621094,22157300,FB
2021-03-02,265.7799987792969,266.7099914550781,258.6499938964844,259.0,15191700,FB
2021-03-03,260.2900085449219,260.989990234375,255.10000610351562,255.41000366210938,15513500,FB
2021-03-04,256.4700012207031,266.489990234375,253.5,257.6400146484375,31626500,FB
2021-03-05,260.6700134277344,265.45001220703125,255.61000061035156,264.2799987792969,26820100,FB
2021-03-08,265.54998779296875,265.5799865722656,255.0500030517578,255.30999755859375,18391800,FB
2021-03-09,261.17999267578125,268.5299987792969,259.80999755859375,265.739990234375,22039700,FB
2021-03-10,268.6400146484375,268.9700012207031,262.8699951171875,264.8999938964844,14210300,FB
2021-03-11,268.1099853515625,277.8999938964844,267.82000732421875,273.8800048828125,21834000,FB
2021-03-12,269.1400146484375,269.739990234375,264.0199890136719,268.3999938964844,20600200,FB
2021-03-15,269.0799865722656,275.9599914550781,268.5,273.75,16844800,FB
2021-03-16,276.0799865722656,282.1400146484375,274.79998779296875,279.2799987792969,22437700,FB
2021-03-17,275.7099914550781,286.2300109863281,275.4100036621094,284.010009765625,21315000,FB
2021-03-18,279.8699951171875,285.19000244140625,278.2799987792969,278.6199951171875,18728300,FB
2021-03-19,281.2200012207031,292.79998779296875,281.20001220703125,290.1099853515625,38930500,FB
2021-03-22,290.45001220703125,299.7099914550781,286.75,293.5400085449219,28273100,FB
2021-03-23,293.1499938964844,298.0,289.80999755859375,290.6300048828125,23000900,FB
2021-03-24,291.0,291.7200012207031,281.1600036621094,282.1400146484375,18675000,FB
2021-03-25,280.9800109863281,288.05999755859375,277.75,278.739990234375,24505600,FB
2021-03-26,278.29998779296875,284.5,277.7699890136719,283.0199890136719,17629200,FB
2021-03-29,285.7699890136719,293.17999267578125,284.70001220703125,290.82000732421875,21718800,FB
2021-03-30,289.8299865722656,292.4700012207031,286.70001220703125,288.0,17474500,FB
2021-03-31,289.989990234375,296.5,288.6099853515625,294.5299987792969,19498200,FB
2021-04-01,298.3999938964844,302.3999938964844,296.6000061035156,298.6600036621094,17616000,FB
2021-04-05,300.8900146484375,310.7699890136719,300.67999267578125,308.9100036621094,28237000,FB
2021-04-06,308.8399963378906,311.3500061035156,305.25,306.260009765625,17335200,FB
2021-04-07,306.3399963378906,314.25,305.5,313.0899963378906,22855200,FB
2021-04-08,314.8500061035156,315.8800048828125,310.04998779296875,313.0199890136719,20894100,FB
2021-04-09,311.3999938964844,314.739990234375,310.3299865722656,312.4599914550781,15988600,FB
2021-04-12,311.04998779296875,312.1499938964844,307.92999267578125,311.5400085449219,10881900,FB
2021-04-13,312.2099914550781,314.42999267578125,309.32000732421875,309.760009765625,14036900,FB
2021-04-14,307.29998779296875,308.0299987792969,301.95001220703125,302.82000732421875,17421400,FB
2021-04-15,306.3399963378906,310.1400146484375,304.1000061035156,307.82000732421875,14558300,FB
2021-04-16,308.1700134277344,308.95001220703125,304.6099853515625,306.17999267578125,13059200,FB
2021-04-19,305.010009765625,307.70001220703125,300.55999755859375,302.239990234375,14553500,FB
2021-04-20,301.989990234375,305.1000061035156,297.2099914550781,302.6499938964844,16796400,FB
2021-04-21,301.95001220703125,301.9800109863281,297.3900146484375,301.4700012207031,14863500,FB
2021-04-22,301.3299865722656,302.9200134277344,296.0400085449219,296.5199890136719,16375400,FB
2021-04-23,298.760009765625,302.5899963378906,297.1499938964844,301.1300048828125,17536800,FB
2021-04-26,303.3399963378906,305.79998779296875,301.55999755859375,303.0400085449219,16172600,FB
2021-04-27,304.2799987792969,305.3399963378906,301.1099853515625,303.57000732421875,15309300,FB
2021-04-28,307.3599853515625,310.9200134277344,305.3699951171875,307.1000061035156,33907200,FB
2021-04-29,330.1199951171875,331.80999755859375,321.6099853515625,329.510009765625,56526800,FB
2021-04-30,326.1400146484375,329.82000732421875,324.5,325.0799865722656,26332400,FB
2021-05-03,326.1700134277344,328.54998779296875,321.8399963378906,322.5799865722656,18719500,FB
2021-05-04,320.0199890136719,322.19000244140625,313.1199951171875,318.3599853515625,24032600,FB
2021-05-05,318.19000244140625,321.05999755859375,314.489990234375,315.0199890136719,15577600,FB
2021-05-06,314.5199890136719,320.239990234375,313.2699890136719,320.0199890136719,19012200,FB
2021-05-07,322.3800048828125,322.94000244140625,318.75,319.0799865722656,15916700,FB
2021-05-10,314.3500061035156,314.5799865722656,304.8299865722656,305.9700012207031,24239200,FB
2021-05-11,300.75,306.8399963378906,299.69000244140625,306.5299987792969,18920100,FB
2021-05-12,301.1300048828125,304.9599914550781,298.19000244140625,302.54998779296875,24645500,FB
2021-05-13,306.0799865722656,308.8599853515625,302.7699890136719,305.260009765625,18079200,FB
2021-05-14,309.5400085449219,316.8500061035156,309.0799865722656,315.94000244140625,19245700,FB
2021-05-17,313.54998779296875,315.67999267578125,311.5799865722656,315.4599914550781,15401300,FB
2021-05-18,315.5899963378906,316.5,309.80999755859375,309.9599914550781,14522400,FB
2021-05-19,304.19000244140625,314.6600036621094,303.57000732421875,313.5899963378906,19106200,FB
2021-05-20,313.5799865722656,319.25,313.1600036621094,318.6099853515625,17320200,FB
2021-05-21,319.2900085449219,319.92999267578125,315.80999755859375,316.2300109863281,13600900,FB
2021-05-24,318.2099914550781,325.95001220703125,318.0299987792969,324.6300048828125,16445400,FB
2021-05-25,327.0799865722656,329.17999267578125,324.79998779296875,327.7900085449219,16437000,FB
2021-05-26,328.3500061035156,329.8299865722656,325.82000732421875,327.6600036621094,9686900,FB
2021-05-27,328.0,333.7799987792969,326.760009765625,332.75,20477700,FB
2021-05-28,331.0,332.8699951171875,328.3299865722656,328.7300109863281,12037400,FB
2021-06-01,330.1499938964844,331.4200134277344,326.6400146484375,329.1300048828125,11765900,FB
2021-06-02,330.3800048828125,331.8699951171875,327.1199951171875,329.1499938964844,11654300,FB
2021-06-03,325.7799987792969,327.3800048828125,323.4800109863281,326.0400085449219,12610800,FB
2021-06-04,325.8999938964844,332.4599914550781,325.17999267578125,330.3500061035156,13289400,FB
2021-06-07,329.4800109863281,337.69000244140625,328.92999267578125,336.5799865722656,20136700,FB
2021-06-08,336.70001220703125,338.29998779296875,332.239990234375,333.67999267578125,14580500,FB
2021-06-09,335.739990234375,336.79998779296875,330.0,330.25,13727900,FB
2021-06-10,330.7900085449219,333.94000244140625,328.54998779296875,332.4599914550781,13240200,FB
2021-06-11,332.5799865722656,332.8299865722656,328.92999267578125,331.260009765625,13587900,FB
2021-06-14,331.8999938964844,336.82000732421875,329.80999755859375,336.7699890136719,12250800,FB
2021-06-15,336.989990234375,339.9200134277344,335.0299987792969,336.75,15795200,FB
2021-06-16,336.70001220703125,337.54998779296875,328.7200012207031,331.0799865722656,17232200,FB
2021-06-17,330.489990234375,337.9800109863281,330.1499938964844,336.510009765625,17794100,FB
2021-06-18,334.5299987792969,336.1499938964844,329.0,329.6600036621094,23039500,FB
2021-06-21,331.0899963378906,332.9200134277344,327.6499938964844,332.2900085449219,11337500,FB
2021-06-22,332.69000244140625,339.9200134277344,332.6000061035156,339.0299987792969,15345300,FB
2021-06-23,339.3500061035156,343.4200134277344,338.20001220703125,340.5899963378906,14817800,FB
2021-06-24,341.8500061035156,344.8999938964844,341.7900085449219,343.17999267578125,12329100,FB
2021-06-25,342.5899963378906,344.1199951171875,339.67999267578125,341.3699951171875,14594400,FB
2021-06-28,342.4599914550781,358.1400146484375,341.7699890136719,355.6400146484375,29156100,FB
2021-06-29,356.2699890136719,356.739990234375,349.04998779296875,351.8900146484375,21417300,FB
2021-06-30,352.1700134277344,352.9200134277344,347.1700134277344,347.7099914550781,15107500,FB
2021-07-01,346.82000732421875,354.6700134277344,346.5,354.3900146484375,17137000,FB
2021-07-02,355.1000061035156,356.44000244140625,352.6199951171875,354.70001220703125,11521300,FB
2021-07-06,356.5,358.7900085449219,349.17999267578125,352.7799987792969,13488500,FB
2021-07-07,355.260009765625,356.489990234375,350.0,350.489990234375,14218900,FB
2021-07-08,345.7300109863281,348.3299865722656,342.55999755859375,345.6499938964844,14406500,FB
2021-07-09,345.32000732421875,350.7099914550781,345.2699890136719,350.4200134277344,13018700,FB
2021-07-12,351.2300109863281,354.19000244140625,349.6400146484375,353.1600036621094,10018600,FB
2021-07-13,351.5,358.489990234375,348.79998779296875,352.0899963378906,11456000,FB
2021-07-14,354.55999755859375,355.20001220703125,346.7300109863281,347.6300048828125,13894200,FB
2021-07-15,349.2300109863281,349.2300109863281,340.2200012207031,344.4599914550781,14781600,FB
2021-07-16,344.9100036621094,345.989990234375,340.1400146484375,341.1600036621094,11026100,FB
2021-07-19,337.57000732421875,339.7900085449219,334.5400085449219,336.95001220703125,14372300,FB
2021-07-20,338.79998779296875,343.45001220703125,334.5,341.6600036621094,11024300,FB
2021-07-21,341.5,346.5199890136719,341.25,346.2300109863281,9279700,FB
2021-07-22,346.67999267578125,351.5400085449219,345.2099914550781,351.19000244140625,12385400,FB
2021-07-23,360.9100036621094,375.3299865722656,357.19000244140625,369.7900085449219,33694300,FB
2021-07-26,369.5799865722656,374.44000244140625,368.2200012207031,372.4599914550781,14925200,FB
2021-07-27,371.9100036621094,373.1499938964844,364.54998779296875,367.80999755859375,15705400,FB
2021-07-28,374.55999755859375,377.54998779296875,366.92999267578125,373.2799987792969,29676900,FB
2021-07-29,361.0,365.5199890136719,356.739990234375,358.32000732421875,33413200,FB
2021-07-30,354.0,360.7300109863281,352.94000244140625,356.29998779296875,15966700,FB
2021-08-02,358.1000061035156,359.3999938964844,350.739990234375,351.95001220703125,13180400,FB
2021-08-03,352.7300109863281,353.7699890136719,347.70001220703125,351.239990234375,12406100,FB
2021-08-04,352.4200134277344,360.4800109863281,351.510009765625,358.9200134277344,14180600,FB
2021-08-05,359.6400146484375,363.8999938964844,356.8999938964844,362.9700012207031,10247200,FB
2021-08-06,361.3999938964844,365.1499938964844,361.3999938964844,363.510009765625,8918100,FB
2021-08-09,363.760009765625,365.7799987792969,360.75,361.6099853515625,7798900,FB
2021-08-10,361.8299865722656,364.1000061035156,359.0400085449219,361.1300048828125,7469900,FB
2021-08-11,362.1000061035156,362.3599853515625,357.80999755859375,359.9599914550781,8400300,FB
2021-08-12,358.45001220703125,363.0,357.1099853515625,362.6499938964844,7170700,FB
2021-08-13,362.9700012207031,364.6600036621094,361.4800109863281,363.17999267578125,7192500,FB
2021-08-16,362.5199890136719,366.95001220703125,357.3800048828125,366.55999755859375,11222100,FB
2021-08-17,362.9800109863281,364.6700134277344,355.07000732421875,358.45001220703125,12328700,FB
2021-08-18,356.25,359.8599853515625,355.1499938964844,355.45001220703125,10042400,FB
2021-08-19,351.3500061035156,357.57000732421875,351.0,355.1199951171875,12004500,FB
2021-08-20,354.6000061035156,359.989990234375,353.30999755859375,359.3699951171875,8693500,FB
2021-08-23,359.44000244140625,365.69000244140625,359.1000061035156,363.3500061035156,10942000,FB
2021-08-24,363.6600036621094,367.9599914550781,361.8399963378906,365.510009765625,9235100,FB
2021-08-25,365.6000061035156,370.8599853515625,365.3999938964844,368.3900146484375,9684500,FB
2021-08-26,368.3800048828125,369.44000244140625,364.1300048828125,364.3800048828125,7888700,FB
2021-08-27,365.1000061035156,373.739990234375,364.0799865722656,372.6300048828125,11214200,FB
2021-08-30,372.55999755859375,381.489990234375,370.5199890136719,380.6600036621094,13547300,FB
2021-08-31,379.95001220703125,382.760009765625,378.79998779296875,379.3800048828125,12345400,FB
2021-09-01,379.5899963378906,384.3299865722656,378.80999755859375,382.04998779296875,11567200,FB
2021-09-02,381.5,381.75,374.05999755859375,375.2799987792969,14832900,FB
2021-09-03,374.75,377.1600036621094,373.1099853515625,376.260009765625,7509600,FB
2021-09-07,375.8800048828125,382.9599914550781,373.1499938964844,382.17999267578125,10793800,FB
2021-09-08,380.1600036621094,380.8699951171875,374.7900085449219,377.57000732421875,11067200,FB
2021-09-09,377.6400146484375,379.8299865722656,376.57000732421875,378.0,9098900,FB
2021-09-10,381.3599853515625,383.7900085449219,378.260009765625,378.69000244140625,11537600,FB
2021-09-13,381.67999267578125,381.75,374.3500061035156,376.510009765625,13026300,FB
2021-09-14,377.3999938964844,378.5899963378906,375.1099853515625,376.5299987792969,8711600,FB
2021-09-15,377.0,377.55999755859375,367.6700134277344,373.9200134277344,17940300,FB
2021-09-16,372.7900085449219,373.55999755859375,369.7099914550781,373.05999755859375,11934200,FB
2021-09-17,371.4100036621094,371.4100036621094,361.5899963378906,364.7200012207031,26299000,FB
2021-09-20,359.29998779296875,361.0299987792969,349.79998779296875,355.70001220703125,19822800,FB
2021-09-21,358.5,360.0400085449219,355.19000244140625,357.4800109863281,11751900,FB
2021-09-22,347.2300109863281,349.8399963378906,340.69000244140625,343.2099914550781,43692900,FB
2021-09-23,345.3599853515625,349.6700134277344,343.0,345.9599914550781,21806300,FB
2021-09-24,343.239990234375,354.3500061035156,342.3699951171875,352.9599914550781,18801900,FB
2021-09-27,349.80999755859375,355.1499938964844,347.0799865722656,353.5799865722656,15205800,FB
2021-09-28,347.9700012207031,349.6000061035156,338.9200134277344,340.6499938964844,21710300,FB
2021-09-29,343.1499938964844,345.2300109863281,338.8800048828125,339.6099853515625,14452200,FB
2021-09-30,340.45001220703125,342.79998779296875,338.1499938964844,339.3900146484375,16547100,FB
2021-10-01,341.6099853515625,345.0199890136719,338.6400146484375,343.010009765625,14905300,FB
2021-10-04,335.5299987792969,335.94000244140625,322.70001220703125,326.2300109863281,42885000,FB
2021-10-05,328.5799865722656,335.17999267578125,326.1600036621094,332.9599914550781,35377900,FB
2021-10-06,329.739990234375,334.3800048828125,325.79998779296875,333.6400146484375,26443000,FB
2021-10-07,337.0,338.8399963378906,328.9800109863281,329.2200012207031,28307500,FB
2021-10-08,331.510009765625,333.3999938964844,328.7099914550781,330.04998779296875,15934300,FB
2021-10-11,327.6300048828125,330.4599914550781,325.30999755859375,325.45001220703125,14708200,FB
2021-10-12,323.0299987792969,324.3800048828125,317.3699951171875,323.7699890136719,31658700,FB
2021-10-13,326.9700012207031,327.0,322.6600036621094,324.5400085449219,14761500,FB
2021-10-14,328.3599853515625,330.5199890136719,327.1000061035156,328.5299987792969,14302200,FB
2021-10-15,328.67999267578125,329.07000732421875,322.510009765625,324.760009765625,21575100,FB
2021-10-18,328.95001220703125,335.8900146484375,327.5,335.3399963378906,21585000,FB
2021-10-19,339.6499938964844,342.4599914550781,337.2799987792969,339.989990234375,18786300,FB
2021-10-20,343.45001220703125,343.9800109863281,339.45001220703125,340.7799987792969,13639500,FB
2021-10-21,340.2799987792969,342.30999755859375,337.79998779296875,341.8800048828125,16354400,FB
2021-10-22,326.3500061035156,329.6300048828125,321.1099853515625,324.6099853515625,35224500,FB
2021-10-25,320.29998779296875,329.55999755859375,319.7200012207031,328.69000244140625,38409000,FB
2021-10-26,328.260009765625,330.2099914550781,309.6000061035156,315.80999755859375,65654000,FB
2021-10-27,314.19000244140625,319.25,312.05999755859375,312.2200012207031,29971800,FB
2021-10-28,312.989990234375,325.5199890136719,308.1099853515625,316.9200134277344,50806800,FB
2021-10-29,320.19000244140625,326.0,319.6000061035156,323.57000732421875,37059400,FB
2021-11-01,326.0400085449219,333.45001220703125,326.0,329.9800109863281,31518900,FB
2021-11-02,331.3800048828125,334.7900085449219,323.79998779296875,328.0799865722656,28353000,FB
2021-11-03,327.489990234375,332.1499938964844,323.20001220703125,331.6199951171875,20786500,FB
2021-11-04,334.010009765625,337.2699890136719,332.6499938964844,335.8500061035156,22495300,FB
2021-11-05,340.30999755859375,346.7900085449219,339.6400146484375,341.1300048828125,26852100,FB
2021-11-08,344.4200134277344,344.7900085449219,338.3399963378906,338.6199951171875,18342500,FB
2021-11-09,340.0,341.30999755859375,334.4700012207031,335.3699951171875,17556700,FB
2021-11-10,332.489990234375,333.19000244140625,325.510009765625,327.6400146484375,21872600,FB
2021-11-11,329.82000732421875,332.4599914550781,327.0,327.739990234375,12376600,FB
2021-11-12,330.17999267578125,341.8599853515625,329.7799987792969,340.8900146484375,25387200,FB
2021-11-15,344.3399963378906,353.6499938964844,343.20001220703125,347.55999755859375,25076600,FB
2021-11-16,343.8299865722656,346.6499938964844,340.8699951171875,342.9599914550781,18181100,FB
2021-11-17,344.239990234375,347.29998779296875,340.1000061035156,340.7699890136719,13602800,FB
2021-11-18,339.7200012207031,342.4599914550781,335.29998779296875,338.69000244140625,17487200,FB
2021-11-19,342.20001220703125,352.1000061035156,339.8999938964844,345.29998779296875,26488500,FB
2021-11-22,349.04998779296875,353.8299865722656,340.510009765625,341.010009765625,27116800,FB
2021-11-23,338.92999267578125,341.3999938964844,333.5,337.25,17225000,FB
2021-11-24,336.0,341.7799987792969,332.80999755859375,341.05999755859375,13566200,FB
2021-11-26,335.79998779296875,337.75,331.8999938964844,333.1199951171875,14750700,FB
2021-11-29,336.8900146484375,340.6700134277344,335.30999755859375,338.0299987792969,16650900,FB
2021-11-30,335.0,335.80999755859375,323.42999267578125,324.4599914550781,25390000,FB
2021-12-01,330.2900085449219,330.5,310.2900085449219,310.6000061035156,30329600,FB
2021-12-02,311.3999938964844,314.6000061035156,307.20001220703125,310.3900146484375,24396200,FB
2021-12-03,313.7300109863281,313.75,299.5,306.8399963378906,27448700,FB
2020-12-04,3198.2099609375,3198.2099609375,3158.760009765625,3162.580078125,2913600,AMZN
2020-12-07,3156.47998046875,3180.760009765625,3141.68994140625,3158.0,2751300,AMZN
2020-12-08,3158.89990234375,3184.1298828125,3120.02001953125,3177.2900390625,3286300,AMZN
2020-12-09,3167.889892578125,3174.429931640625,3088.0,3104.199951171875,4100800,AMZN
2020-12-10,3088.989990234375,3142.10009765625,3076.0,3101.489990234375,3030200,AMZN
2020-12-11,3096.659912109375,3118.669921875,3072.820068359375,3116.419921875,3064700,AMZN
2020-12-14,3143.0,3190.469970703125,3126.0,3156.969970703125,4155800,AMZN
2020-12-15,3181.010009765625,3188.5,3130.489990234375,3165.1201171875,3319500,AMZN
2020-12-16,3176.010009765625,3247.0,3163.679931640625,3240.9599609375,4427600,AMZN
2020-12-17,3250.0,3263.510009765625,3221.0,3236.080078125,3474300,AMZN
2020-12-18,3243.989990234375,3249.419921875,3171.60009765625,3201.64990234375,5995700,AMZN
2020-12-21,3200.010009765625,3226.969970703125,3166.0,3206.179931640625,3836800,AMZN
2020-12-22,3202.840087890625,3222.0,3180.080078125,3206.52001953125,2369400,AMZN
2020-12-23,3205.0,3210.1298828125,3184.169921875,3185.27001953125,2093800,AMZN
2020-12-24,3193.89990234375,3202.0,3169.0,3172.68994140625,1451900,AMZN
2020-12-28,3194.0,3304.0,3172.68994140625,3283.9599609375,5686800,AMZN
2020-12-29,3309.93994140625,3350.64990234375,3281.219970703125,3322.0,4872900,AMZN
2020-12-30,3341.0,3342.10009765625,3282.469970703125,3285.85009765625,3209300,AMZN
2020-12-31,3275.0,3282.919921875,3241.199951171875,3256.929931640625,2957200,AMZN
2021-01-04,3270.0,3272.0,3144.02001953125,3186.6298828125,4411400,AMZN
2021-01-05,3166.010009765625,3223.3798828125,3165.06005859375,3218.510009765625,2655500,AMZN
2021-01-06,3146.47998046875,3197.510009765625,3131.159912109375,3138.3798828125,4394800,AMZN
2021-01-07,3157.0,3208.5400390625,3155.0,3162.159912109375,3514500,AMZN
2021-01-08,3180.0,3190.639892578125,3142.199951171875,3182.699951171875,3537700,AMZN
2021-01-11,3148.010009765625,3156.3798828125,3110.0,3114.2099609375,3683400,AMZN
2021-01-12,3120.0,3142.139892578125,3086.0,3120.830078125,3514600,AMZN
2021-01-13,3128.43994140625,3189.949951171875,3122.080078125,3165.889892578125,3321200,AMZN
2021-01-14,3167.52001953125,3178.0,3120.590087890625,3127.469970703125,3070900,AMZN
2021-01-15,3123.02001953125,3142.550048828125,3095.169921875,3104.25,4244000,AMZN
2021-01-19,3107.0,3145.0,3096.0,3120.760009765625,3305100,AMZN
2021-01-20,3181.989990234375,3279.800048828125,3175.0,3263.3798828125,5309800,AMZN
2021-01-21,3293.0,3348.550048828125,3289.570068359375,3306.989990234375,4936100,AMZN
2021-01-22,3304.31005859375,3321.909912109375,3283.159912109375,3292.22998046875,2821900,AMZN
2021-01-25,3328.5,3363.889892578125,3243.14990234375,3294.0,3749800,AMZN
2021-01-26,3296.360107421875,3338.0,3282.8701171875,3326.1298828125,2955200,AMZN
2021-01-27,3341.489990234375,3346.52001953125,3207.080078125,3232.580078125,4660200,AMZN
2021-01-28,3235.0400390625,3301.679931640625,3228.68994140625,3237.6201171875,3149200,AMZN
2021-01-29,3230.0,3236.989990234375,3184.550048828125,3206.199951171875,4293600,AMZN
2021-02-01,3242.360107421875,3350.260009765625,3235.030029296875,3342.8798828125,4160200,AMZN
2021-02-02,3380.0,3427.739990234375,3361.1298828125,3380.0,7098600,AMZN
2021-02-03,3425.010009765625,3434.0,3308.6201171875,3312.530029296875,7088800,AMZN
2021-02-04,3330.0,3347.0,3277.75,3331.0,3670700,AMZN
2021-02-05,3319.0,3377.0,3302.7099609375,3352.14990234375,3620800,AMZN
2021-02-08,3358.5,3365.0,3304.0,3322.93994140625,3257400,AMZN
2021-02-09,3312.489990234375,3338.0,3297.840087890625,3305.0,2203500,AMZN
2021-02-10,3314.0,3317.949951171875,3254.0,3286.580078125,3151600,AMZN
2021-02-11,3292.0,3292.0,3248.06005859375,3262.1298828125,2301400,AMZN
2021-02-12,3250.0,3280.25,3233.31005859375,3277.7099609375,2335300,AMZN
2021-02-16,3254.050048828125,3308.300048828125,3253.590087890625,3268.949951171875,2574700,AMZN
2021-02-17,3263.60009765625,3320.909912109375,3259.5,3308.639892578125,3297500,AMZN
2021-02-18,3282.419921875,3338.0,3273.93994140625,3328.22998046875,3027400,AMZN
2021-02-19,3328.22998046875,3333.5,3245.75,3249.89990234375,4305200,AMZN
2021-02-22,3208.1298828125,3232.320068359375,3172.260009765625,3180.739990234375,3515700,AMZN
2021-02-23,3127.030029296875,3204.72998046875,3093.60009765625,3194.5,4677200,AMZN
2021-02-24,3166.75,3171.22998046875,3125.3798828125,3159.530029296875,3011300,AMZN
2021-02-25,3136.739990234375,3178.260009765625,3047.760009765625,3057.159912109375,4533800,AMZN
2021-02-26,3095.199951171875,3122.43994140625,3036.699951171875,3092.929931640625,4275900,AMZN
2021-03-01,3127.889892578125,3149.56005859375,3097.989990234375,3146.139892578125,2729100,AMZN
2021-03-02,3143.469970703125,3163.52001953125,3087.1201171875,3094.530029296875,2595800,AMZN
2021-03-03,3081.179931640625,3107.780029296875,2995.0,3005.0,3988700,AMZN
2021-03-04,3012.0,3058.1298828125,2945.429931640625,2977.570068359375,5481600,AMZN
2021-03-05,3005.0,3009.0,2881.0,3000.4599609375,5388600,AMZN
